Maturity,Put/Call,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility
"September 30, 2022",puts,SPY220930P00464000,2021-11-19 11:45AM EST,464.0,32.4,32.42,33.06,-1.17,-3.49%,2,1076,20.58%
"September 30, 2022",puts,SPY220930P00465000,2021-11-17 2:11PM EST,465.0,32.78,32.78,33.4,0.0,-,1,759,20.48%
"September 30, 2022",puts,SPY220930P00466000,2021-11-17 3:28PM EST,466.0,33.34,33.14,33.78,0.0,-,2,8,20.40%
"September 30, 2022",puts,SPY220930P00467000,2021-11-18 11:08AM EST,467.0,34.21,33.5,34.15,0.0,-,101,713,20.31%
"September 30, 2022",puts,SPY220930P00468000,2021-11-18 3:55PM EST,468.0,33.68,33.87,34.52,0.0,-,130,226,20.21%
"September 30, 2022",puts,SPY220930P00469000,2021-11-19 3:05PM EST,469.0,34.52,34.24,34.9,0.42,+1.23%,71,340,20.12%
"September 30, 2022",puts,SPY220930P00470000,2021-11-18 3:23PM EST,470.0,34.48,34.62,35.29,0.0,-,101,1078,20.04%
"September 30, 2022",puts,SPY220930P00471000,2021-11-10 11:57AM EST,471.0,35.79,34.99,35.67,0.0,-,4,4,19.94%
"September 30, 2022",puts,SPY220930P00472000,2021-11-05 9:31AM EST,472.0,34.74,35.38,36.07,0.0,-,1,2,19.86%
"September 30, 2022",puts,SPY220930P00473000,2021-11-05 10:06AM EST,473.0,35.1,35.76,36.46,0.0,-,6,1,19.76%
"September 30, 2022",puts,SPY220930P00474000,2021-11-17 11:34AM EST,474.0,36.35,36.16,36.87,0.0,-,1,4,19.68%
"September 30, 2022",puts,SPY220930P00475000,2021-11-19 10:29AM EST,475.0,37.23,36.56,37.27,0.7,+1.92%,1,152,19.58%
"September 30, 2022",puts,SPY220930P00476000,2021-10-21 9:42AM EST,476.0,44.28,36.97,37.68,0.0,-,-,6,19.49%
"September 30, 2022",puts,SPY220930P00477000,2021-11-05 2:32PM EST,477.0,37.62,37.37,38.1,0.0,-,4,2,19.41%
"September 30, 2022",puts,SPY220930P00478000,2021-11-05 9:22AM EST,478.0,37.19,37.79,38.53,0.0,-,1,2,19.32%
"September 30, 2022",puts,SPY220930P00479000,2021-11-05 10:06AM EST,479.0,37.67,38.21,38.96,0.0,-,3,104,19.24%
"September 30, 2022",puts,SPY220930P00480000,2021-11-16 12:24PM EST,480.0,38.77,38.65,39.38,0.0,-,1,46,19.14%
"September 30, 2022",puts,SPY220930P00481000,2021-10-27 10:27AM EST,481.0,44.72,39.08,39.83,0.0,-,-,1,19.06%
"September 30, 2022",puts,SPY220930P00482000,2021-11-17 3:26PM EST,482.0,40.03,39.52,40.29,0.0,-,1,2,18.98%
"September 30, 2022",puts,SPY220930P00483000,2021-11-05 9:26AM EST,483.0,39.42,39.96,40.84,0.0,-,1,1,18.96%
"September 30, 2022",puts,SPY220930P00484000,2021-11-05 10:06AM EST,484.0,39.83,40.41,41.31,0.0,-,3,3,18.88%
"September 30, 2022",puts,SPY220930P00485000,2021-11-17 3:26PM EST,485.0,41.41,40.88,41.78,0.0,-,1,2,18.80%
"September 30, 2022",puts,SPY220930P00488000,2021-11-04 11:55AM EST,488.0,43.63,42.31,43.24,0.0,-,-,1,18.57%
"September 30, 2022",puts,SPY220930P00490000,2021-11-16 3:49PM EST,490.0,43.02,43.3,44.25,0.0,-,2,4,18.42%
"September 30, 2022",puts,SPY220930P00495000,2021-11-19 11:16AM EST,495.0,45.99,45.71,46.91,-11.89,-20.54%,1,1,18.09%
"September 30, 2022",puts,SPY220930P00500000,2021-11-19 11:16AM EST,500.0,48.74,48.73,49.74,-0.54,-1.10%,1,3,17.78%
"September 30, 2022",puts,SPY220930P00515000,2021-11-10 1:33PM EST,515.0,60.88,58.2,59.45,0.0,-,11,1,17.14%
"September 30, 2022",puts,SPY220930P00520000,2021-11-19 11:45AM EST,520.0,61.64,61.74,63.08,-2.21,-3.46%,2,4,17.03%
"September 30, 2022",puts,SPY220930P00525000,2021-11-12 3:07PM EST,525.0,67.68,65.46,66.89,0.0,-,4,4,16.98%
"September 30, 2022",puts,SPY220930P00530000,2021-11-04 9:44AM EST,530.0,70.97,69.14,70.86,0.0,-,15,3,16.97%
"September 30, 2022",puts,SPY220930P00535000,2021-11-10 10:30AM EST,535.0,74.87,73.19,74.97,0.0,-,2,0,17.01%
"September 30, 2022",puts,SPY220930P00545000,2021-10-11 11:11AM EST,545.0,110.9,82.71,84.33,0.0,-,-,1,17.85%
"September 30, 2022",puts,SPY220930P00550000,2021-11-10 9:40AM EST,550.0,89.82,86.06,88.04,0.0,-,2,0,17.41%
"September 30, 2022",calls,SPY220930C00300000,2021-10-12 8:30AM EST,300.0,141.0,168.52,171.23,0.0,-,1,19,29.83%
"September 30, 2022",calls,SPY220930C00305000,2021-10-19 12:25PM EST,305.0,149.16,165.7,167.9,0.0,-,-,6,32.65%
"September 30, 2022",calls,SPY220930C00320000,2021-11-03 1:57PM EST,320.0,149.08,151.74,153.87,0.0,-,-,3,31.37%
"September 30, 2022",calls,SPY220930C00325000,2021-11-09 11:44AM EST,325.0,145.41,147.14,149.23,0.0,-,2,6,30.94%
"September 30, 2022",calls,SPY220930C00330000,2021-11-12 10:49AM EST,330.0,138.14,142.56,144.63,0.0,-,1,7,30.54%
"September 30, 2022",calls,SPY220930C00335000,2021-10-06 2:38PM EST,335.0,107.51,136.59,138.92,0.0,-,1,1,28.46%
"September 30, 2022",calls,SPY220930C00340000,2021-11-15 12:12PM EST,340.0,133.21,133.48,135.49,0.0,-,3,69,29.72%
"September 30, 2022",calls,SPY220930C00345000,2021-11-04 9:44AM EST,345.0,127.39,128.98,130.96,0.0,-,15,1,29.31%
"September 30, 2022",calls,SPY220930C00350000,2021-11-10 10:30AM EST,350.0,124.13,124.51,126.45,0.0,-,2,6,28.89%
"September 30, 2022",calls,SPY220930C00355000,2021-11-18 10:43AM EST,355.0,119.24,120.09,121.99,0.0,-,1,1,28.50%
"September 30, 2022",calls,SPY220930C00365000,2021-11-10 1:33PM EST,365.0,108.62,111.3,113.14,0.0,-,11,0,27.69%
"September 30, 2022",calls,SPY220930C00370000,2021-11-11 9:45AM EST,370.0,103.67,106.96,108.77,0.0,-,5,1,27.28%
"September 30, 2022",calls,SPY220930C00375000,2021-10-22 8:33AM EST,375.0,89.0,102.76,104.43,0.0,-,1,1,26.87%
"September 30, 2022",calls,SPY220930C00387000,2021-11-08 10:37AM EST,387.0,93.0,92.58,94.16,0.0,-,1,0,25.88%
"September 30, 2022",calls,SPY220930C00389000,2021-10-25 10:50AM EST,389.0,78.33,90.91,92.47,0.0,-,1,0,25.71%
"September 30, 2022",calls,SPY220930C00395000,2021-11-04 10:21AM EST,395.0,83.24,85.81,87.44,0.0,-,1,3,25.21%
"September 30, 2022",calls,SPY220930C00396000,2021-10-21 11:21AM EST,396.0,71.24,84.99,86.61,0.0,-,-,1,25.12%
"September 30, 2022",calls,SPY220930C00399000,2021-10-21 3:08PM EST,399.0,70.06,82.52,84.12,0.0,-,-,4,24.87%
"September 30, 2022",calls,SPY220930C00400000,2021-11-03 12:04PM EST,400.0,75.66,81.71,83.3,0.0,-,1,3,24.79%
"September 30, 2022",calls,SPY220930C00401000,2021-10-12 9:03AM EST,401.0,54.97,79.14,80.51,0.0,-,-,82,23.12%
"September 30, 2022",calls,SPY220930C00403000,2021-11-10 11:08AM EST,403.0,78.41,79.27,80.83,0.0,-,-,1,24.53%
"September 30, 2022",calls,SPY220930C00404000,2021-11-04 8:39AM EST,404.0,75.26,78.51,80.02,0.0,-,1,1,24.45%
"September 30, 2022",calls,SPY220930C00405000,2021-10-21 2:50PM EST,405.0,64.84,77.76,79.2,0.0,-,2,2,24.36%
"September 30, 2022",calls,SPY220930C00407000,2021-10-21 2:53PM EST,407.0,63.39,76.15,77.58,0.0,-,4,167,24.19%
"September 30, 2022",calls,SPY220930C00410000,2021-10-28 10:49AM EST,410.0,65.04,73.75,75.15,0.0,-,-,3,23.93%
"September 30, 2022",calls,SPY220930C00411000,2021-11-15 9:51AM EST,411.0,72.67,72.96,74.34,0.0,-,1,180,23.84%
"September 30, 2022",calls,SPY220930C00415000,2021-11-08 1:40PM EST,415.0,70.3,69.79,71.15,0.0,-,1,12,23.50%
"September 30, 2022",calls,SPY220930C00420000,2021-10-18 1:36AM EST,420.0,48.15,65.82,67.2,0.0,-,-,1,23.06%
"September 30, 2022",calls,SPY220930C00421000,2021-11-11 11:47AM EST,421.0,61.9,65.1,66.41,0.0,-,-,3,22.97%
"September 30, 2022",calls,SPY220930C00423000,2021-11-10 6:47AM EST,423.0,40.09,62.63,63.8,0.0,-,-,3,22.06%
"September 30, 2022",calls,SPY220930C00425000,2021-11-16 1:50PM EST,425.0,63.0,62.02,63.3,0.0,-,4,3,22.61%
"September 30, 2022",calls,SPY220930C00426000,2021-11-16 3:52PM EST,426.0,61.68,61.26,62.53,0.0,-,1,8,22.52%
"September 30, 2022",calls,SPY220930C00427000,2021-11-16 3:07PM EST,427.0,60.83,60.5,61.76,0.0,-,2,5,22.43%
"September 30, 2022",calls,SPY220930C00428000,2021-10-25 8:31AM EST,428.0,48.44,59.74,60.99,0.0,-,2,74,22.34%
"September 30, 2022",calls,SPY220930C00429000,2021-11-10 6:47AM EST,429.0,36.46,57.53,59.22,0.0,-,100,100,21.58%
"September 30, 2022",calls,SPY220930C00430000,2021-11-05 1:35PM EST,430.0,58.0,58.23,59.47,0.0,-,1,71,22.17%
"September 30, 2022",calls,SPY220930C00431000,2021-11-08 3:36PM EST,431.0,58.0,57.48,58.71,0.0,-,1,34,22.08%
"September 30, 2022",calls,SPY220930C00432000,2021-11-10 6:47AM EST,432.0,39.22,54.85,56.05,0.0,-,1,4,20.74%
"September 30, 2022",calls,SPY220930C00433000,2021-10-22 10:44AM EST,433.0,43.41,55.98,57.19,0.0,-,1,6,21.89%
"September 30, 2022",calls,SPY220930C00434000,2021-11-05 2:29PM EST,434.0,54.86,55.23,56.44,0.0,-,24,144,21.80%
"September 30, 2022",calls,SPY220930C00435000,2021-11-12 3:41PM EST,435.0,52.62,54.49,55.69,0.0,-,3,46,21.71%
"September 30, 2022",calls,SPY220930C00436000,2021-11-15 9:50AM EST,436.0,52.8,53.75,54.94,0.0,-,1,8,21.62%
"September 30, 2022",calls,SPY220930C00437000,2021-11-10 6:47AM EST,437.0,30.7,45.72,46.53,0.0,-,6,4,16.54%
"September 30, 2022",calls,SPY220930C00438000,2021-11-04 9:05AM EST,438.0,49.87,52.28,53.46,0.0,-,2,5,21.44%
"September 30, 2022",calls,SPY220930C00439000,2021-11-01 8:49AM EST,439.0,45.0,51.55,52.72,0.0,-,1,101,21.35%
"September 30, 2022",calls,SPY220930C00440000,2021-11-16 3:42PM EST,440.0,50.37,50.82,51.98,0.0,-,1,403,21.25%
"September 30, 2022",calls,SPY220930C00441000,2021-11-08 2:14PM EST,441.0,50.24,50.1,51.25,0.0,-,1,18,21.16%
"September 30, 2022",calls,SPY220930C00442000,2021-11-04 8:41AM EST,442.0,46.32,49.37,50.51,0.0,-,1,7,21.06%
"September 30, 2022",calls,SPY220930C00443000,2021-11-04 9:30AM EST,443.0,46.75,48.65,49.79,0.0,-,2,4,20.98%
"September 30, 2022",calls,SPY220930C00444000,2021-10-29 9:34AM EST,444.0,39.52,47.94,49.06,0.0,-,10,110,20.88%
"September 30, 2022",calls,SPY220930C00445000,2021-11-17 3:07PM EST,445.0,46.74,47.22,48.34,0.0,-,10,19,20.79%
"September 30, 2022",calls,SPY220930C00446000,2021-11-08 12:32PM EST,446.0,46.53,46.51,47.62,0.0,-,4,170,20.69%
"September 30, 2022",calls,SPY220930C00447000,2021-10-26 12:03PM EST,447.0,36.8,45.8,46.91,0.0,-,1,2,20.60%
"September 30, 2022",calls,SPY220930C00448000,2021-11-08 10:37AM EST,448.0,45.5,45.1,46.19,0.0,-,1,2,20.51%
"September 30, 2022",calls,SPY220930C00449000,2021-10-28 9:15AM EST,449.0,35.82,44.32,45.48,0.0,-,1,19,20.41%
"September 30, 2022",calls,SPY220930C00450000,2021-11-18 9:40AM EST,450.0,43.9,43.7,44.78,0.0,-,2,28,20.32%
"September 30, 2022",calls,SPY220930C00451000,2021-11-03 1:00PM EST,451.0,37.46,43.01,44.08,0.0,-,2,18,20.23%
"September 30, 2022",calls,SPY220930C00452000,2021-11-10 2:53PM EST,452.0,38.86,42.31,43.38,0.0,-,3,49,20.14%
"September 30, 2022",calls,SPY220930C00453000,2021-11-11 11:37AM EST,453.0,38.95,41.65,42.68,0.0,-,1,18,20.04%
"September 30, 2022",calls,SPY220930C00454000,2021-11-04 10:23AM EST,454.0,38.43,41.01,41.99,0.0,-,1,92,19.95%
"September 30, 2022",calls,SPY220930C00455000,2021-11-19 11:26AM EST,455.0,41.62,40.28,41.3,1.79,+4.49%,14,99,19.85%
"September 30, 2022",calls,SPY220930C00456000,2021-11-11 9:47AM EST,456.0,37.14,39.6,40.61,0.0,-,1,15,19.75%
"September 30, 2022",calls,SPY220930C00457000,2021-11-08 1:23PM EST,457.0,39.14,38.93,39.93,0.0,-,2,179,19.66%
"September 30, 2022",calls,SPY220930C00458000,2021-11-19 3:08PM EST,458.0,39.15,38.26,39.26,1.34,+3.54%,5,135,19.57%
"September 30, 2022",calls,SPY220930C00459000,2021-11-18 11:12AM EST,459.0,37.14,37.59,38.58,0.0,-,6,3147,19.47%
"September 30, 2022",calls,SPY220930C00460000,2021-11-18 2:52PM EST,460.0,37.44,36.94,37.91,0.0,-,54,314,19.38%
"September 30, 2022",calls,SPY220930C00461000,2021-11-11 11:04AM EST,461.0,33.74,36.28,37.25,0.0,-,1,980,19.29%
"September 30, 2022",calls,SPY220930C00462000,2021-11-04 9:18AM EST,462.0,33.95,35.63,36.59,0.0,-,5,819,19.19%
"September 30, 2022",calls,SPY220930C00463000,2021-11-19 11:33AM EST,463.0,36.17,34.98,35.93,1.65,+4.78%,1,903,19.10%
"September 30, 2022",calls,SPY220930C00464000,2021-11-19 11:45AM EST,464.0,35.44,34.33,35.28,1.97,+5.89%,2,2085,19.00%
"September 30, 2022",calls,SPY220930C00465000,2021-11-18 9:53AM EST,465.0,33.6,33.68,34.63,0.0,-,4,365,18.91%
"September 30, 2022",calls,SPY220930C00466000,2021-11-19 9:58AM EST,466.0,34.2,33.32,33.99,1.25,+3.79%,10,29,18.82%
"September 30, 2022",calls,SPY220930C00467000,2021-11-18 9:30AM EST,467.0,32.39,32.69,33.35,0.0,-,1,80,18.72%
"September 30, 2022",calls,SPY220930C00468000,2021-11-18 3:55PM EST,468.0,32.51,32.06,32.71,0.0,-,40,153,18.63%
"September 30, 2022",calls,SPY220930C00469000,2021-11-19 3:07PM EST,469.0,32.0,31.44,32.09,0.45,+1.43%,30,307,18.54%
"September 30, 2022",calls,SPY220930C00470000,2021-11-19 3:14PM EST,470.0,31.25,30.82,31.46,0.22,+0.71%,58,1279,18.44%
"September 30, 2022",calls,SPY220930C00471000,2021-11-05 9:23AM EST,471.0,30.68,30.21,30.84,0.0,-,8,10,18.35%
"September 30, 2022",calls,SPY220930C00472000,2021-11-16 1:18PM EST,472.0,29.55,29.6,30.23,0.0,-,1,14,18.26%
"September 30, 2022",calls,SPY220930C00473000,2021-11-12 11:27AM EST,473.0,27.27,28.99,29.62,0.0,-,10,13,18.16%
"September 30, 2022",calls,SPY220930C00474000,2021-11-10 3:08PM EST,474.0,25.09,28.4,29.02,0.0,-,1,3,18.07%
"September 30, 2022",calls,SPY220930C00475000,2021-11-19 11:50AM EST,475.0,28.64,27.8,28.42,0.79,+2.84%,1,10,17.98%
"September 30, 2022",calls,SPY220930C00476000,2021-11-19 2:33PM EST,476.0,27.81,27.2,27.83,2.31,+9.06%,3,7,17.89%
"September 30, 2022",calls,SPY220930C00477000,2021-11-12 11:29AM EST,477.0,24.63,26.61,27.24,0.0,-,10,11,17.80%
"September 30, 2022",calls,SPY220930C00478000,2021-11-11 11:37AM EST,478.0,23.53,26.03,26.66,0.0,-,1,7,17.71%
"September 30, 2022",calls,SPY220930C00479000,2021-11-05 9:27AM EST,479.0,25.45,25.45,26.09,0.0,-,1,2,17.62%
"September 30, 2022",calls,SPY220930C00480000,2021-11-18 9:44AM EST,480.0,24.75,24.89,25.52,0.0,-,1,37,17.53%
"September 30, 2022",calls,SPY220930C00481000,2021-11-16 11:38AM EST,481.0,24.21,24.33,24.96,0.0,-,20,61,17.44%
"September 30, 2022",calls,SPY220930C00482000,2021-11-18 11:18AM EST,482.0,23.26,23.78,24.41,0.0,-,4,8,17.36%
"September 30, 2022",calls,SPY220930C00483000,2021-11-03 2:44PM EST,483.0,20.0,23.24,23.86,0.0,-,1,3,17.27%
"September 30, 2022",calls,SPY220930C00484000,2021-11-10 2:06PM EST,484.0,20.16,22.7,23.31,0.0,-,4,25,17.18%
"September 30, 2022",calls,SPY220930C00485000,2021-11-04 11:47AM EST,485.0,20.05,22.17,22.77,0.0,-,5,10,17.09%
"September 30, 2022",calls,SPY220930C00486000,2021-11-02 11:54AM EST,486.0,17.3,21.63,22.25,0.0,-,10,11,17.01%
"September 30, 2022",calls,SPY220930C00487000,2021-11-10 9:50AM EST,487.0,19.82,21.1,21.71,0.0,-,3,5,16.92%
"September 30, 2022",calls,SPY220930C00490000,2021-11-10 3:19PM EST,490.0,17.06,19.6,20.16,0.0,-,4,21,16.65%
"September 30, 2022",calls,SPY220930C00491000,2021-11-03 2:57PM EST,491.0,16.3,19.12,19.67,0.0,-,2,1,16.57%
"September 30, 2022",calls,SPY220930C00492000,2021-11-16 11:38AM EST,492.0,18.53,18.64,19.19,0.0,-,20,60,16.50%
"September 30, 2022",calls,SPY220930C00493000,2021-11-09 9:44AM EST,493.0,18.47,18.17,18.7,0.0,-,1,3,16.41%
"September 30, 2022",calls,SPY220930C00495000,2021-11-17 3:26PM EST,495.0,16.99,17.22,17.76,0.0,-,1,7,16.25%
"September 30, 2022",calls,SPY220930C00496000,2021-11-19 10:54AM EST,496.0,17.6,16.77,17.31,6.63,+60.44%,1,1,16.18%
"September 30, 2022",calls,SPY220930C00497000,2021-11-10 9:50AM EST,497.0,15.16,16.33,16.85,0.0,-,-,3,16.10%
"September 30, 2022",calls,SPY220930C00499000,2021-11-16 1:18PM EST,499.0,15.47,15.46,15.95,0.0,-,3,4,15.93%
"September 30, 2022",calls,SPY220930C00500000,2021-11-19 11:16AM EST,500.0,15.84,15.03,15.52,0.51,+3.33%,5,133,15.86%
"September 30, 2022",calls,SPY220930C00501000,2021-11-19 3:40PM EST,501.0,15.11,14.61,15.1,2.37,+18.60%,1,1,15.79%
"September 30, 2022",calls,SPY220930C00502000,2021-11-04 11:55AM EST,502.0,12.48,14.21,14.7,0.0,-,-,1,15.72%
"September 30, 2022",calls,SPY220930C00503000,2021-11-03 1:04PM EST,503.0,10.69,13.81,14.3,0.0,-,-,2,15.65%
"September 30, 2022",calls,SPY220930C00504000,2021-11-09 9:40AM EST,504.0,13.35,13.43,13.91,0.0,-,20,27,15.59%
"September 30, 2022",calls,SPY220930C00505000,2021-11-19 11:16AM EST,505.0,13.81,13.05,13.51,0.82,+6.31%,31,147,15.51%
"September 30, 2022",calls,SPY220930C00506000,2021-11-11 11:26AM EST,506.0,10.87,12.66,13.14,0.0,-,-,4,15.45%
"September 30, 2022",calls,SPY220930C00510000,2021-11-18 10:21AM EST,510.0,10.58,11.25,11.68,0.0,-,1,24,15.19%
"September 30, 2022",calls,SPY220930C00515000,2021-11-18 10:24AM EST,515.0,9.25,9.65,10.05,0.0,-,1,148,14.90%
"September 30, 2022",calls,SPY220930C00520000,2021-11-19 4:06PM EST,520.0,8.64,8.24,8.6,0.56,+6.93%,3,285,14.63%
"September 30, 2022",calls,SPY220930C00525000,2021-11-19 9:32AM EST,525.0,7.3,7.02,7.33,0.45,+6.57%,2,35,14.40%
"September 30, 2022",calls,SPY220930C00530000,2021-11-12 3:07PM EST,530.0,5.21,5.96,6.24,0.0,-,4,26,14.20%
"September 30, 2022",calls,SPY220930C00535000,2021-11-15 11:42AM EST,535.0,4.5,5.05,5.31,0.0,-,3,235,14.05%
"September 30, 2022",calls,SPY220930C00540000,2021-11-19 9:30AM EST,540.0,4.68,4.29,4.53,1.26,+36.84%,1,1,13.94%
"September 30, 2022",calls,SPY220930C00545000,2021-11-19 10:07AM EST,545.0,3.97,3.64,3.85,1.04,+35.49%,10,2,13.83%
"September 30, 2022",calls,SPY220930C00550000,2021-11-19 11:27AM EST,550.0,3.35,3.1,3.28,0.38,+12.79%,6,53,13.76%
"September 30, 2022",calls,SPY220930C00555000,2021-11-09 9:58AM EST,555.0,2.5,2.61,2.79,0.0,-,2,6,13.70%
"September 30, 2022",calls,SPY220930C00560000,2021-11-19 3:57PM EST,560.0,2.36,2.22,2.39,0.15,+6.79%,1,33,13.68%
"September 30, 2022",calls,SPY220930C00565000,2021-11-19 10:07AM EST,565.0,2.0,1.88,2.05,0.48,+31.58%,20,4,13.68%
"September 30, 2022",calls,SPY220930C00570000,2021-11-19 10:54AM EST,570.0,1.7,1.6,1.76,0.12,+7.59%,10,44,13.68%
"September 30, 2022",calls,SPY220930C00575000,2021-11-17 11:54AM EST,575.0,1.36,1.35,1.52,0.0,-,2,4,13.71%
"September 30, 2022",calls,SPY220930C00580000,2021-11-10 2:43PM EST,580.0,1.0,1.14,1.32,0.0,-,1,5,13.76%
"September 30, 2022",calls,SPY220930C00590000,2021-11-17 10:58AM EST,590.0,0.84,0.82,1.0,0.0,-,2,40,13.87%
"September 30, 2022",calls,SPY220930C00600000,2021-11-18 9:43AM EST,600.0,0.65,0.59,0.78,0.0,-,1,29,14.05%
"September 30, 2022",calls,SPY220930C00605000,2021-11-19 9:30AM EST,605.0,0.67,0.52,0.7,0.15,+28.85%,10,14,14.17%
"December 16, 2022",puts,SPY221216P00085000,2021-11-19 12:53PM EST,85.0,0.2,0.16,0.23,-0.01,-4.76%,65,7876,63.87%
"December 16, 2022",puts,SPY221216P00090000,2021-11-15 12:42PM EST,90.0,0.27,0.19,0.25,0.0,-,1,1394,62.60%
"December 16, 2022",puts,SPY221216P00095000,2021-10-27 10:33AM EST,95.0,0.25,0.22,0.27,0.0,-,10,190,61.33%
"December 16, 2022",puts,SPY221216P00100000,2021-11-19 3:56PM EST,100.0,0.3,0.3,0.35,-0.02,-6.25%,18,13003,61.38%
"December 16, 2022",puts,SPY221216P00105000,2021-11-15 3:22PM EST,105.0,0.32,0.28,0.43,0.0,-,1,156,60.11%
"December 16, 2022",puts,SPY221216P00110000,2021-11-10 1:00PM EST,110.0,0.36,0.31,0.46,0.0,-,8,359,58.89%
"December 16, 2022",puts,SPY221216P00115000,2021-11-10 2:41PM EST,115.0,0.36,0.35,0.51,0.0,-,2,247,57.91%
"December 16, 2022",puts,SPY221216P00120000,2021-11-17 2:40PM EST,120.0,0.44,0.43,0.5,0.0,-,1,1616,56.76%
"December 16, 2022",puts,SPY221216P00125000,2021-11-19 11:20AM EST,125.0,0.54,0.47,0.54,0.03,+5.88%,1,318,55.71%
"December 16, 2022",puts,SPY221216P00130000,2021-11-16 12:39PM EST,130.0,0.47,0.52,0.59,0.0,-,2,456,54.81%
"December 16, 2022",puts,SPY221216P00135000,2021-11-08 1:14PM EST,135.0,0.51,0.57,0.64,0.0,-,4,175,53.88%
"December 16, 2022",puts,SPY221216P00140000,2021-11-18 11:42AM EST,140.0,0.68,0.62,0.7,0.0,-,1,5821,53.00%
"December 16, 2022",puts,SPY221216P00145000,2021-11-18 11:43AM EST,145.0,0.73,0.68,0.76,0.0,-,5,973,52.17%
"December 16, 2022",puts,SPY221216P00150000,2021-11-19 3:14PM EST,150.0,0.81,0.74,0.82,0.01,+1.25%,2,2862,51.32%
"December 16, 2022",puts,SPY221216P00155000,2021-11-18 11:42AM EST,155.0,0.88,0.81,0.89,0.0,-,1,1985,50.56%
"December 16, 2022",puts,SPY221216P00160000,2021-11-19 2:44PM EST,160.0,0.96,0.88,0.97,0.02,+2.13%,13,760,50.17%
"December 16, 2022",puts,SPY221216P00165000,2021-11-19 12:16PM EST,165.0,1.0,0.96,1.04,-0.02,-1.96%,2,153,49.34%
"December 16, 2022",puts,SPY221216P00170000,2021-11-19 9:46AM EST,170.0,1.11,1.04,1.12,0.04,+3.74%,2,7728,48.58%
"December 16, 2022",puts,SPY221216P00175000,2021-11-19 12:48PM EST,175.0,1.23,1.13,1.22,0.05,+4.24%,5,3941,47.94%
"December 16, 2022",puts,SPY221216P00180000,2021-11-19 3:15PM EST,180.0,1.26,1.26,1.32,0.12,+10.53%,1,5504,47.27%
"December 16, 2022",puts,SPY221216P00185000,2021-11-16 12:14PM EST,185.0,1.26,1.33,1.42,0.0,-,1,290,46.57%
"December 16, 2022",puts,SPY221216P00190000,2021-11-19 2:25PM EST,190.0,1.46,1.44,1.53,0.11,+8.15%,5,3132,45.92%
"December 16, 2022",puts,SPY221216P00195000,2021-11-17 12:54PM EST,195.0,1.55,1.55,1.64,0.0,-,3,845,45.25%
"December 16, 2022",puts,SPY221216P00200000,2021-11-19 2:26PM EST,200.0,1.75,1.67,1.77,0.05,+2.94%,18,7726,44.65%
"December 16, 2022",puts,SPY221216P00205000,2021-11-18 12:53PM EST,205.0,1.91,1.8,1.9,0.0,-,6,921,44.03%
"December 16, 2022",puts,SPY221216P00210000,2021-11-17 12:54PM EST,210.0,1.93,1.94,2.04,0.0,-,2,1554,43.43%
"December 16, 2022",puts,SPY221216P00215000,2021-11-19 2:16PM EST,215.0,2.16,2.08,2.18,0.08,+3.85%,15,1397,42.82%
"December 16, 2022",puts,SPY221216P00220000,2021-11-18 1:34PM EST,220.0,2.32,2.23,2.33,0.0,-,50,5058,42.22%
"December 16, 2022",puts,SPY221216P00225000,2021-11-19 10:30AM EST,225.0,2.55,2.39,2.5,0.05,+2.00%,2,9246,41.67%
"December 16, 2022",puts,SPY221216P00230000,2021-11-19 3:02PM EST,230.0,2.65,2.57,2.68,0.09,+3.52%,1,2961,41.13%
"December 16, 2022",puts,SPY221216P00235000,2021-11-19 12:10PM EST,235.0,2.81,2.75,2.86,0.0,-,1,1778,40.56%
"December 16, 2022",puts,SPY221216P00240000,2021-11-17 1:09PM EST,240.0,2.94,2.94,3.05,0.0,-,1,2354,40.02%
"December 16, 2022",puts,SPY221216P00245000,2021-11-09 2:31PM EST,245.0,3.14,3.15,3.26,0.0,-,1,1614,39.50%
"December 16, 2022",puts,SPY221216P00250000,2021-11-19 2:14PM EST,250.0,3.39,3.37,3.48,0.0,-,305,8427,38.98%
"December 16, 2022",puts,SPY221216P00255000,2021-11-16 11:46AM EST,255.0,3.38,3.6,3.72,0.0,-,5,1685,38.49%
"December 16, 2022",puts,SPY221216P00260000,2021-11-19 3:56PM EST,260.0,3.86,3.85,3.97,0.27,+7.52%,22,13790,38.00%
"December 16, 2022",puts,SPY221216P00265000,2021-11-18 1:10PM EST,265.0,4.16,4.11,4.23,0.0,-,5,3091,37.50%
"December 16, 2022",puts,SPY221216P00270000,2021-11-19 3:32PM EST,270.0,4.49,4.37,4.5,-0.11,-2.39%,2,4293,37.01%
"December 16, 2022",puts,SPY221216P00275000,2021-11-15 3:46PM EST,275.0,4.42,4.66,4.79,0.0,-,22,2711,36.53%
"December 16, 2022",puts,SPY221216P00280000,2021-11-19 3:27PM EST,280.0,5.03,4.96,5.1,0.01,+0.20%,70,17853,36.06%
"December 16, 2022",puts,SPY221216P00285000,2021-11-15 3:45PM EST,285.0,5.03,5.29,5.43,0.0,-,10,3639,35.61%
"December 16, 2022",puts,SPY221216P00290000,2021-11-19 12:10PM EST,290.0,5.7,5.63,5.78,0.34,+6.34%,242,12721,35.16%
