Contract Name,Type,Put/Call,Strike,Maturity (Year),Market Price,Implied Vol,Delta,Gamma,Vega,Rho,Theta
SPY220318C00441000,European,Call,441.0,0.6984126984,19.73,0.16288,0.47601,0.00678235,143.549,127.631,-21.6218
SPY220318C00442000,European,Call,442.0,0.6984126984,19.18,0.161898,0.468875,0.00681504,143.371,125.895,-21.4338
SPY220318C00443000,European,Call,443.0,0.6984126984,18.61,0.160728,0.461572,0.00685365,143.141,124.124,-21.2195
SPY220318C00444000,European,Call,444.0,0.6984126984,11.71,0.114304,0.418421,0.00947902,140.792,116.124,-15.9638
SPY220318C00445000,European,Call,445.0,0.6984126984,17.89,0.161221,0.4486,0.0068075,142.614,120.773,-21.081
SPY220318C00446000,European,Call,446.0,0.6984126984,17.81,0.163398,0.443497,0.00670505,142.364,119.313,-21.2182
SPY220318C00447000,European,Call,447.0,0.6984126984,12.64,0.128974,0.407715,0.00835026,139.944,112.294,-17.2177
SPY220318C00448000,European,Call,448.0,0.6984126984,16.22,0.157404,0.425972,0.00690962,141.326,115.217,-20.3336
SPY220318C00449000,European,Call,449.0,0.6984126984,15.95,0.158088,0.419905,0.00685903,140.901,113.603,-20.2929
SPY220318C00450000,European,Call,450.0,0.6984126984,13.46,0.142634,0.398853,0.00750836,139.162,109.088,-18.3837
SPY220318C00451000,European,Call,451.0,0.6984126984,14.53,0.152948,0.40204,0.00701661,139.451,109.288,-19.4507
SPY220318C00452000,European,Call,452.0,0.6984126984,14.0,0.151588,0.393996,0.00704151,138.702,107.268,-19.1563
SPY220318C00453000,European,Call,453.0,0.6984126984,12.74,0.144784,0.379939,0.00729505,137.246,103.973,-18.2037
SPY220318C00454000,European,Call,454.0,0.6984126984,13.56,0.153263,0.382448,0.0069052,137.52,104.145,-19.0734
SPY220318C00455000,European,Call,455.0,0.6984126984,12.68,0.149143,0.371281,0.00703078,136.257,101.442,-18.4295
SPY220318C00456000,European,Call,456.0,0.6984126984,12.23,0.148141,0.363448,0.00702864,135.3,99.4295,-18.1533
SPY220318C00459000,European,Call,459.0,0.6984126984,11.04,0.145988,0.340914,0.0069698,132.218,93.5667,-17.3983
SPY220318C00460000,European,Call,460.0,0.6984126984,9.34,0.134979,0.318365,0.0073339,128.633,88.0552,-15.799
SPY220318C00461000,European,Call,461.0,0.6984126984,9.1,0.135226,0.311918,0.00725684,127.514,86.3074,-15.6466
SPY220318C00462000,European,Call,462.0,0.6984126984,6.39,0.115042,0.268502,0.00795093,118.857,75.3022,-12.67
SPY220318C00463000,European,Call,463.0,0.6984126984,9.7,0.144242,0.31264,0.00681004,127.642,86.103,-16.475
SPY220318C00464000,European,Call,464.0,0.6984126984,8.48,0.136504,0.294038,0.00700143,124.189,81.4287,-15.2516
SPY220318C00465000,European,Call,465.0,0.6984126984,7.83,0.133175,0.281859,0.00703453,121.733,78.2647,-14.6005
SPY220318C00466000,European,Call,466.0,0.6984126984,9.18,0.146303,0.297151,0.00656419,124.792,81.8645,-16.2026
SPY220318C00470000,European,Call,470.0,0.6984126984,6.11,0.127919,0.240226,0.0067452,112.12,67.0976,-12.8348
SPY220318C00473000,European,Call,473.0,0.6984126984,5.44,0.127147,0.220535,0.00646922,106.883,61.716,-12.0903
SPY220318C00474000,European,Call,474.0,0.6984126984,5.56,0.130055,0.220594,0.00632553,106.9,61.6496,-12.3118
SPY220318C00475000,European,Call,475.0,0.6984126984,5.28,0.129125,0.213002,0.00624338,104.757,59.59,-11.9637
SPY220318C00480000,European,Call,480.0,0.6984126984,4.27,0.127293,0.182077,0.00575977,95.2712,51.1082,-10.6374
SPY220318C00485000,European,Call,485.0,0.6984126984,3.73,0.129228,0.161518,0.00525542,88.2503,45.3777,-9.90059
SPY220318C00490000,European,Call,490.0,0.6984126984,2.88,0.126274,0.133274,0.0047279,77.5771,37.5809,-8.4508
SPY220318C00495000,European,Call,495.0,0.6984126984,2.03,0.121071,0.103191,0.00411426,64.7267,29.2377,-6.72883
SPY220318C00500000,European,Call,500.0,0.6984126984,1.63,0.120823,0.0859834,0.00360371,56.5785,24.4051,-5.82764
SPY220318C00505000,European,Call,505.0,0.6984126984,1.32,0.120989,0.0718285,0.00314017,49.3686,20.4165,-5.05726
SPY220318C00510000,European,Call,510.0,0.6984126984,1.08,0.121526,0.0602824,0.00272927,43.0991,17.1541,-4.40597
SPY220318C00515000,European,Call,515.0,0.6984126984,0.88,0.122018,0.0503559,0.00235811,37.3887,14.3449,-3.81485
SPY220318C00520000,European,Call,520.0,0.6984126984,0.85,0.126531,0.0474068,0.00216694,35.6284,13.4897,-3.74348
SPY220318C00525000,European,Call,525.0,0.6984126984,0.57,0.122622,0.0343422,0.00172108,27.4233,9.80411,-2.78248
SPY220318C00530000,European,Call,530.0,0.6984126984,0.55,0.126756,0.0323592,0.00158536,26.1125,9.22898,-2.72269
SPY220318C00535000,European,Call,535.0,0.6984126984,0.42,0.125941,0.0256448,0.00131513,21.5223,7.32509,-2.22075
SPY220318C00540000,European,Call,540.0,0.6984126984,0.34,0.126394,0.0211909,0.00111605,18.33,6.05782,-1.89038
SPY220318C00545000,European,Call,545.0,0.6984126984,0.3,0.128443,0.0186924,0.000987346,16.479,5.34351,-1.71974
SPY220318C00550000,European,Call,550.0,0.6984126984,0.2,0.125561,0.0132508,0.000751908,12.2679,3.79679,-1.24803
SPY220318C00555000,European,Call,555.0,0.6984126984,0.17,0.126936,0.0113361,0.000649689,10.7162,3.24893,-1.09813
SPY220318C00560000,European,Call,560.0,0.6984126984,0.16,0.129886,0.0105179,0.000594862,10.0399,3.01285,-1.04884
SPY220318C00565000,European,Call,565.0,0.6984126984,0.12,0.129197,0.00814056,0.000477917,8.02336,2.33454,-0.831422
SPY220318C00570000,European,Call,570.0,0.6984126984,0.1,0.130158,0.00685043,0.000407488,6.89188,1.96525,-0.717381
SPY220318C00575000,European,Call,575.0,0.6984126984,0.1,0.133767,0.00668691,0.00038812,6.74632,1.91667,-0.71939
SPY220318C00580000,European,Call,580.0,0.6984126984,0.11,0.138814,0.0070597,0.000392365,7.07742,2.02043,-0.780639
SPY220318C00585000,European,Call,585.0,0.6984126984,0.08,0.137468,0.00532331,0.000308532,5.5113,1.52555,-0.600757
SPY220318C00590000,European,Call,590.0,0.6984126984,0.08,0.140883,0.00520891,0.000295292,5.40582,1.49156,-0.602292
SPY220318C00595000,European,Call,595.0,0.6984126984,0.07,0.142253,0.00456939,0.000260224,4.81018,1.30856,-0.539932
SPY220318C00600000,European,Call,600.0,0.6984126984,0.07,0.145553,0.00447727,0.000249742,4.7235,1.28119,-0.541217
SPY220318C00605000,European,Call,605.0,0.6984126984,0.04,0.14084,0.00275361,0.000166809,3.05279,0.790092,-0.338036
SPY220318C00610000,European,Call,610.0,0.6984126984,0.07,0.152044,0.00430738,0.000230958,4.56303,1.23073,-0.543769
SPY220318C00615000,European,Call,615.0,0.6984126984,0.06,0.152847,0.00372075,0.000201517,4.0024,1.06344,-0.478646
SPY220318C00620000,European,Call,620.0,0.6984126984,0.04,0.150008,0.00260262,0.000148838,2.90121,0.745235,-0.340078
SPY220318C00625000,European,Call,625.0,0.6984126984,0.03,0.149049,0.00200538,0.000118292,2.29106,0.574794,-0.266459
SPY220318C00630000,European,Call,630.0,0.6984126984,0.03,0.151948,0.00197099,0.000114227,2.25536,0.564578,-0.26694
SPY220318C00635000,European,Call,635.0,0.6984126984,0.04,0.158893,0.0024723,0.000134139,2.76956,0.70652,-0.342076
SPY220318P00100000,European,Put,100.0,0.6984126984,0.18,0.68217,-0.00213646,2.73744e-05,2.42655,-0.760402,-1.15597
SPY220318P00105000,European,Put,105.0,0.6984126984,0.19,0.663967,-0.002311,3.01993e-05,2.60552,-0.819239,-1.20717
SPY220318P00110000,European,Put,110.0,0.6984126984,0.21,0.650028,-0.00259028,3.42003e-05,2.88878,-0.916175,-1.30927
SPY220318P00115000,European,Put,115.0,0.6984126984,0.31,0.659062,-0.00363672,4.5787e-05,3.92121,-1.29689,-1.80052
SPY220318P00120000,European,Put,120.0,0.6984126984,0.26,0.625319,-0.003279,4.39714e-05,3.57292,-1.1557,-1.55528
SPY220318P00125000,European,Put,125.0,0.6984126984,0.37,0.632831,-0.00445777,5.72179e-05,4.70513,-1.58271,-2.0711
SPY220318P00130000,European,Put,130.0,0.6984126984,0.3,0.597963,-0.00391514,5.39162e-05,4.18934,-1.37261,-1.74089
SPY220318P00135000,European,Put,135.0,0.6984126984,0.33,0.586846,-0.00435353,6.04107e-05,4.6067,-1.5238,-1.8771
SPY220318P00140000,European,Put,140.0,0.6984126984,0.35,0.573585,-0.00470321,6.62214e-05,4.93569,-1.64165,-1.96396
SPY220318P00145000,European,Put,145.0,0.6984126984,0.37,0.560569,-0.00506576,7.23951e-05,5.27339,-1.76333,-2.04884
SPY220318P00150000,European,Put,150.0,0.6984126984,0.39,0.547792,-0.00544161,7.89539e-05,5.62006,-1.88895,-2.13175
SPY220318P00155000,European,Put,155.0,0.6984126984,0.44,0.540218,-0.00615512,8.93102e-05,6.26934,-2.13583,-2.34293
SPY220318P00160000,European,Put,160.0,0.6984126984,0.53,0.537813,-0.00730985,0.000104431,7.29816,-2.54173,-2.71273
SPY220318P00165000,European,Put,165.0,0.6984126984,0.71,0.5443,-0.009379,0.000128436,9.08402,-3.28214,-3.41419
SPY220318P00170000,European,Put,170.0,0.6984126984,0.54,0.508487,-0.00787614,0.000117955,7.79379,-2.71694,-2.73323
SPY220318P00175000,European,Put,175.0,0.6984126984,1.7,0.591023,-0.0186311,0.000213974,16.433,-6.72215,-6.69595
SPY220318P00180000,European,Put,180.0,0.6984126984,0.66,0.493414,-0.00972057,0.000146183,9.37259,-3.34869,-3.18265
SPY220318P00185000,European,Put,185.0,0.6984126984,0.71,0.48435,-0.0105732,0.000160253,10.0859,-3.63691,-3.35816
SPY220318P00190000,European,Put,190.0,0.6984126984,0.74,0.473288,-0.0112309,0.000172841,10.6298,-3.85324,-3.45428
SPY220318P00195000,European,Put,195.0,0.6984126984,1.77,0.530689,-0.0215678,0.000269801,18.6053,-7.64344,-6.77618
SPY220318P00200000,European,Put,200.0,0.6984126984,0.92,0.461483,-0.0139794,0.000214253,12.848,-4.79548,-4.06124
SPY220318P00205000,European,Put,205.0,0.6984126984,0.9,0.446551,-0.0141716,0.000224038,13.0001,-4.83861,-3.97087
SPY220318P00210000,European,Put,210.0,0.6984126984,1.02,0.442296,-0.0159833,0.000250831,14.4161,-5.46061,-4.35584
SPY220318P00215000,European,Put,215.0,0.6984126984,1.06,0.432063,-0.016927,0.000269698,15.1417,-5.76891,-4.4629
SPY220318P00220000,European,Put,220.0,0.6984126984,1.17,0.426309,-0.0187135,0.000297764,16.4949,-6.37646,-4.79025
SPY220318P00225000,European,Put,225.0,0.6984126984,1.41,0.427276,-0.0219923,0.000340664,18.9141,-7.51812,-5.49803
SPY220318P00230000,European,Put,230.0,0.6984126984,1.53,0.42071,-0.0239852,0.000372206,20.3478,-8.19397,-5.81507
SPY220318P00235000,European,Put,235.0,0.6984126984,1.45,0.404181,-0.0238102,0.00038505,20.223,-8.08611,-5.54229
SPY220318P00240000,European,Put,240.0,0.6984126984,1.55,0.396745,-0.0257018,0.000418247,21.5624,-8.71789,-5.79089
SPY220318P00245000,European,Put,245.0,0.6984126984,1.7,0.39133,-0.0282314,0.000458599,23.32,-9.57415,-6.16695
SPY220318P00250000,European,Put,250.0,0.6984126984,1.98,0.39064,-0.0322755,0.000513325,26.0568,-10.9711,-6.86738
SPY220318P00255000,European,Put,255.0,0.6984126984,1.99,0.378904,-0.0333933,0.000544288,26.7984,-11.3101,-6.83666
SPY220318P00260000,European,Put,260.0,0.6984126984,2.11,0.37135,-0.035816,0.000588247,28.3854,-12.1137,-7.08289
SPY220318P00265000,European,Put,265.0,0.6984126984,2.38,0.368633,-0.0400059,0.00064857,31.0673,-13.5469,-7.68061
SPY220318P00270000,European,Put,270.0,0.6984126984,2.49,0.360246,-0.042517,0.000697244,32.6389,-14.3698,-7.86793
SPY220318P00275000,European,Put,275.0,0.6984126984,2.63,0.352682,-0.0454673,0.000751793,34.4535,-15.344,-8.11207
SPY220318P00280000,European,Put,280.0,0.6984126984,2.91,0.34884,-0.0500808,0.000821231,37.2258,-16.9101,-8.64972
SPY220318P00285000,European,Put,285.0,0.6984126984,3.21,0.344919,-0.0550146,0.000894882,40.1083,-18.5853,-9.19293
SPY220318P00290000,European,Put,290.0,0.6984126984,3.1,0.330467,-0.0556212,0.000942142,40.4572,-18.6888,-8.85654
SPY220318P00295000,European,Put,295.0,0.6984126984,3.74,0.3339,-0.0645258,0.00104746,45.4471,-21.781,-10.0305
SPY220318P00300000,European,Put,300.0,0.6984126984,4.15,0.330884,-0.0710012,0.00113805,48.9316,-23.9911,-10.6732
SPY220318P00305000,European,Put,305.0,0.6984126984,4.24,0.320903,-0.0743779,0.00121595,50.704,-25.0571,-10.69
SPY220318P00310000,European,Put,310.0,0.6984126984,4.22,0.308821,-0.0767709,0.00129438,51.9422,-25.754,-10.4985
SPY220318P00315000,European,Put,315.0,0.6984126984,5.25,0.315928,-0.0900741,0.0014268,58.5736,-30.4254,-12.0839
SPY220318P00320000,European,Put,320.0,0.6984126984,5.18,0.302838,-0.0926135,0.00151947,59.7935,-31.1309,-11.7725
SPY220318P00325000,European,Put,325.0,0.6984126984,5.71,0.299666,-0.101282,0.00163982,63.8534,-34.0762,-12.395
SPY220318P00330000,European,Put,330.0,0.6984126984,5.95,0.291483,-0.107406,0.00175912,66.6287,-36.063,-12.524
SPY220318P00331000,European,Put,331.0,0.6984126984,6.29,0.294197,-0.111431,0.00178957,68.413,-37.4964,-12.9745
SPY220318P00332000,European,Put,332.0,0.6984126984,6.26,0.291352,-0.111978,0.00181338,68.653,-37.6378,-12.8798
SPY220318P00333000,European,Put,333.0,0.6984126984,5.84,0.282705,-0.108749,0.00183005,67.2278,-36.3854,-12.2143
SPY220318P00335000,European,Put,335.0,0.6984126984,6.53,0.288072,-0.117062,0.00189293,70.8576,-39.3369,-13.1082
SPY220318P00340000,European,Put,340.0,0.6984126984,7.14,0.284452,-0.127231,0.0020325,75.1262,-42.7839,-13.662
SPY220318P00345000,European,Put,345.0,0.6984126984,7.24,0.273647,-0.133171,0.00218052,77.5357,-44.6181,-13.4827
SPY220318P00350000,European,Put,350.0,0.6984126984,8.58,0.278156,-0.150253,0.00232796,84.1425,-50.6287,-14.8187
SPY220318P00355000,European,Put,355.0,0.6984126984,8.74,0.267582,-0.157733,0.00249901,86.8914,-52.9625,-14.619
SPY220318P00360000,European,Put,360.0,0.6984126984,9.84,0.267427,-0.173175,0.00265623,92.3046,-58.3183,-15.4409
SPY220318P00365000,European,Put,365.0,0.6984126984,10.2,0.258541,-0.183352,0.00284821,95.6871,-61.593,-15.3545
SPY220318P00366000,European,Put,366.0,0.6984126984,12.5,0.279608,-0.200486,0.00278168,101.067,-68.2895,-17.6183
SPY220318P00367000,European,Put,367.0,0.6984126984,10.56,0.25718,-0.189192,0.00291946,97.5645,-63.5795,-15.5309
SPY220318P00368000,European,Put,368.0,0.6984126984,10.55,0.2545,-0.190758,0.00296519,98.06,-64.0376,-15.4164
SPY220318P00369000,European,Put,369.0,0.6984126984,9.72,0.243299,-0.18607,0.00305446,96.5665,-62.0652,-14.4454
SPY220318P00370000,European,Put,370.0,0.6984126984,11.44,0.258365,-0.200421,0.0030098,101.047,-67.5298,-16.1067
SPY220318P00371000,European,Put,371.0,0.6984126984,10.0,0.241139,-0.19165,0.00313845,98.341,-63.9185,-14.5315
SPY220318P00373000,European,Put,373.0,0.6984126984,14.35,0.27853,-0.223374,0.0029748,107.667,-76.3811,-18.5468
SPY220318P00374000,European,Put,374.0,0.6984126984,11.55,0.248959,-0.208347,0.00319648,103.407,-69.9614,-15.7539
SPY220318P00375000,European,Put,375.0,0.6984126984,12.3,0.253599,-0.215187,0.00319787,105.381,-72.5171,-16.3579
SPY220318P00376000,European,Put,376.0,0.6984126984,11.9,0.24709,-0.214496,0.00327599,105.184,-72.0325,-15.8506
SPY220318P00377000,European,Put,377.0,0.6984126984,12.15,0.246837,-0.218096,0.00331109,106.202,-73.2763,-15.9639
SPY220318P00378000,European,Put,378.0,0.6984126984,12.32,0.245793,-0.221191,0.00335218,107.065,-74.3147,-15.9966
SPY220318P00379000,European,Put,379.0,0.6984126984,12.41,0.243974,-0.2238,0.00339983,107.784,-75.1527,-15.9506
SPY220318P00380000,European,Put,380.0,0.6984126984,13.09,0.247633,-0.230105,0.00340249,109.486,-77.5005,-16.4449
SPY220318P00381000,European,Put,381.0,0.6984126984,12.76,0.24188,-0.230196,0.00348419,109.51,-77.2972,-16.0059
SPY220318P00382000,European,Put,382.0,0.6984126984,11.64,0.228779,-0.224974,0.00363642,108.104,-74.9635,-14.8378
SPY220318P00383000,European,Put,383.0,0.6984126984,13.21,0.240607,-0.237304,0.00356217,111.372,-79.7229,-16.134
SPY220318P00384000,European,Put,384.0,0.6984126984,12.6,0.232344,-0.235771,0.00367572,110.975,-78.8416,-15.4429
SPY220318P00385000,European,Put,385.0,0.6984126984,13.69,0.239489,-0.244663,0.00363874,113.237,-82.2445,-16.2682
SPY220318P00386000,European,Put,386.0,0.6984126984,13.37,0.233893,-0.245123,0.00372956,113.351,-82.1576,-15.837
SPY220318P00387000,European,Put,387.0,0.6984126984,12.51,0.223467,-0.242171,0.00387811,112.612,-80.68,-14.9292
SPY220318P00388000,European,Put,388.0,0.6984126984,13.81,0.23232,-0.252497,0.00381454,115.154,-84.6555,-15.9137
SPY220318P00389000,European,Put,389.0,0.6984126984,14.37,0.234458,-0.2581,0.00382336,116.483,-86.711,-16.2343
SPY220318P00390000,European,Put,390.0,0.6984126984,14.71,0.234618,-0.262449,0.0038538,117.49,-88.2407,-16.3584
SPY220318P00391000,European,Put,391.0,0.6984126984,14.45,0.229585,-0.263644,0.00394744,117.763,-88.414,-15.9733
SPY220318P00392000,European,Put,392.0,0.6984126984,13.74,0.22069,-0.262324,0.00409602,117.462,-87.526,-15.2096
SPY220318P00393000,European,Put,393.0,0.6984126984,14.86,0.227489,-0.271136,0.00404052,119.44,-90.9261,-15.9735
SPY220318P00394000,European,Put,394.0,0.6984126984,14.05,0.217805,-0.269529,0.00420764,119.085,-89.8828,-15.1301
SPY220318P00395000,European,Put,395.0,0.6984126984,15.32,0.225716,-0.279015,0.00413013,121.137,-93.5882,-15.9943
SPY220318P00396000,European,Put,396.0,0.6984126984,20.05,0.261626,-0.300921,0.00369181,125.508,-103.399,-19.5519
SPY220318P00397000,European,Put,397.0,0.6984126984,14.71,0.214958,-0.281715,0.00435709,121.703,-93.9641,-15.134
SPY220318P00398000,European,Put,398.0,0.6984126984,14.82,0.213044,-0.285286,0.00442286,122.44,-95.1019,-15.0362
SPY220318P00399000,European,Put,399.0,0.6984126984,16.16,0.22119,-0.294796,0.00432596,124.337,-98.8629,-15.9067
SPY220318P00400000,European,Put,400.0,0.6984126984,16.84,0.223801,-0.300863,0.0043154,125.498,-101.14,-16.2379
SPY220318P00401000,European,Put,401.0,0.6984126984,16.43,0.217571,-0.302281,0.00444837,125.763,-101.275,-15.7144
SPY220318P00402000,European,Put,402.0,0.6984126984,16.67,0.216575,-0.306556,0.00449685,126.552,-102.712,-15.692
SPY220318P00403000,European,Put,403.0,0.6984126984,17.05,0.216668,-0.311439,0.00452609,127.43,-104.428,-15.7709
SPY220318P00404000,European,Put,404.0,0.6984126984,17.2,0.214901,-0.315422,0.00458831,128.128,-105.717,-15.6678
SPY220318P00405000,European,Put,405.0,0.6984126984,17.37,0.21327,-0.319544,0.00464885,128.833,-107.06,-15.5745
SPY220318P00406000,European,Put,406.0,0.6984126984,17.74,0.213182,-0.324464,0.00468036,129.653,-108.78,-15.6257
SPY220318P00407000,European,Put,407.0,0.6984126984,16.84,0.203156,-0.324683,0.0049127,129.688,-108.216,-14.7219
SPY220318P00408000,European,Put,408.0,0.6984126984,19.02,0.217061,-0.33606,0.00466181,131.489,-113.119,-16.105
SPY220318P00409000,European,Put,409.0,0.6984126984,16.94,0.197959,-0.332671,0.00509133,130.966,-110.659,-14.3269
SPY220318P00410000,European,Put,410.0,0.6984126984,19.5,0.214586,-0.34503,0.00476323,132.817,-116.119,-15.9614
SPY220318P00411000,European,Put,411.0,0.6984126984,19.08,0.20829,-0.347717,0.00492135,133.2,-116.624,-15.4005
SPY220318P00412000,European,Put,412.0,0.6984126984,18.01,0.197065,-0.348495,0.00520595,133.31,-116.107,-14.3653
SPY220318P00413000,European,Put,413.0,0.6984126984,18.0,0.193915,-0.352678,0.00531349,133.888,-117.343,-14.0978
SPY220318P00414000,European,Put,414.0,0.6984126984,18.43,0.194068,-0.358296,0.00533905,134.639,-119.312,-14.1413
SPY220318P00415000,European,Put,415.0,0.6984126984,18.43,0.190952,-0.36272,0.00544913,135.208,-120.627,-13.8686
SPY220318P00416000,European,Put,416.0,0.6984126984,20.34,0.20206,-0.37196,0.00519256,136.337,-124.706,-14.951
SPY220318P00417000,European,Put,417.0,0.6984126984,20.64,0.201082,-0.377084,0.00524043,136.928,-126.437,-14.8744
SPY220318P00418000,European,Put,418.0,0.6984126984,20.94,0.200071,-0.382257,0.00528889,137.499,-128.183,-14.7903
SPY220318P00419000,European,Put,419.0,0.6984126984,21.23,0.198956,-0.387465,0.00533978,138.049,-129.933,-14.6919
SPY220318P00420000,European,Put,420.0,0.6984126984,21.91,0.200663,-0.393309,0.00531685,138.635,-132.144,-14.8602
SPY220318P00421000,European,Put,421.0,0.6984126984,22.22,0.199618,-0.398593,0.00536405,139.138,-133.93,-14.76
SPY220318P00422000,European,Put,422.0,0.6984126984,22.53,0.198541,-0.403931,0.00541181,139.619,-135.733,-14.6521
SPY220318P00423000,European,Put,423.0,0.6984126984,22.15,0.192437,-0.408658,0.00559962,140.023,-136.872,-14.0541
SPY220318P00424000,European,Put,424.0,0.6984126984,23.17,0.196433,-0.414797,0.00550505,140.517,-139.408,-14.4271
SPY220318P00425000,European,Put,425.0,0.6984126984,22.98,0.191658,-0.420023,0.00565798,140.909,-140.828,-13.9463
SPY220318P00426000,European,Put,426.0,0.6984126984,21.62,0.178471,-0.424825,0.00609065,141.248,-141.305,-12.6411
SPY220318P00427000,European,Put,427.0,0.6984126984,21.66,0.175335,-0.430811,0.00621681,141.641,-143.111,-12.3041
SPY220318P00428000,European,Put,428.0,0.6984126984,22.52,0.178027,-0.437156,0.00613924,142.021,-145.596,-12.5305
SPY220318P00429000,European,Put,429.0,0.6984126984,22.21,0.172327,-0.443394,0.0063574,142.359,-147.233,-11.93
SPY220318P00430000,European,Put,430.0,0.6984126984,24.99,0.188575,-0.448947,0.00582069,142.63,-150.824,-13.4851
SPY220318P00431000,European,Put,431.0,0.6984126984,24.9,0.18435,-0.455168,0.00596537,142.9,-152.609,-13.0211
SPY220318P00432000,European,Put,432.0,0.6984126984,24.24,0.176063,-0.462127,0.00625753,143.16,-154.216,-12.1446
SPY220318P00433000,European,Put,433.0,0.6984126984,24.35,0.173202,-0.46881,0.00637017,143.369,-156.278,-11.7984
SPY220318P00434000,European,Put,434.0,0.6984126984,25.9,0.180483,-0.47378,0.00611869,143.498,-158.837,-12.4645
SPY220318P00435000,European,Put,435.0,0.6984126984,27.56,0.188484,-0.478103,0.0058628,143.592,-161.281,-13.2056
SPY220318P00436000,European,Put,436.0,0.6984126984,25.6,0.170889,-0.488421,0.00647347,143.748,-162.977,-11.3511
SPY220318P00440000,European,Put,440.0,0.6984126984,27.17,0.166507,-0.515773,0.00664144,143.697,-172.199,-10.5412
SPY220318P00441000,European,Put,441.0,0.6984126984,39.87,0.252118,-0.491022,0.00438854,143.773,-173.716,-19.3039
SPY220318P00445000,European,Put,445.0,0.6984126984,30.83,0.172048,-0.544709,0.00639213,142.905,-183.352,-10.587
SPY220318P00450000,European,Put,450.0,0.6984126984,33.25,0.167713,-0.578711,0.00646998,141.001,-195.142,-9.46377
SPY220318P00454000,European,Put,454.0,0.6984126984,33.2,0.148759,-0.622455,0.00708634,136.98,-208.103,-6.62643
SPY220318P00455000,European,Put,455.0,0.6984126984,35.49,0.160832,-0.616071,0.00658782,137.678,-207.806,-7.90216
SPY220318P00457000,European,Put,457.0,0.6984126984,38.04,0.169954,-0.618977,0.00622005,137.365,-210.45,-8.66198
SPY220318P00460000,European,Put,460.0,0.6984126984,36.6,0.143747,-0.668713,0.00699983,130.749,-224.22,-4.87709
SPY220318P00465000,European,Put,465.0,0.6984126984,41.41,0.153728,-0.685847,0.00640309,127.907,-232.669,-5.17534
SPY220318P00470000,European,Put,470.0,0.6984126984,42.35,0.130491,-0.754759,0.00668663,113.381,-253.797,-0.882159
SPY220318P00480000,European,Put,480.0,0.6984126984,52.86,0.154934,-0.765633,0.00549407,110.61,-264.368,-2.15439
SPY220318P00485000,European,Put,485.0,0.6984126984,60.68,0.189705,-0.735884,0.00478163,117.871,-260.993,-6.02309
SPY220318P00490000,European,Put,490.0,0.6984126984,62.02,0.16573,-0.793175,0.00478098,102.96,-278.948,-1.54393
SPY220318P00495000,European,Put,495.0,0.6984126984,66.33,0.167713,-0.810193,0.0044858,97.7594,-287.014,-0.757057
SPY220318P00500000,European,Put,500.0,0.6984126984,70.17,0.163765,-0.835607,0.00419493,89.2684,-297.246,0.906194
SPY220318P00510000,European,Put,510.0,0.6984126984,83.72,0.217876,-0.789064,0.00367912,104.161,-292.882,-5.0418
SPY220318P00520000,European,Put,520.0,0.6984126984,117.17,0.427456,-0.629878,0.00245062,136.119,-268.954,-31.3654
SPY220318P00620000,European,Put,620.0,0.6984126984,186.5,0.281563,-0.919889,0.00146628,53.6468,-403.53,4.62457
SPY220331C00285000,European,Call,285.0,0.7341269841,152.52,0.41214,0.913728,0.00103304,58.1529,173.152,-22.6258
SPY220331C00290000,European,Call,290.0,0.7341269841,130.05,,,,,,
SPY220331C00300000,European,Call,300.0,0.7341269841,136.4,0.348892,0.916309,0.00119284,56.8437,185.793,-20.2697
SPY220331C00305000,European,Call,305.0,0.7341269841,118.59,,,,,,
SPY220331C00310000,European,Call,310.0,0.7341269841,113.15,,,,,,
SPY220331C00315000,European,Call,315.0,0.7341269841,104.58,,,,,,
SPY220331C00320000,European,Call,320.0,0.7341269841,109.74,,,,,,
SPY220331C00325000,European,Call,325.0,0.7341269841,94.13,,,,,,
SPY220331C00330000,European,Call,330.0,0.7341269841,95.88,,,,,,
SPY220331C00335000,European,Call,335.0,0.7341269841,106.19,0.32156,0.858385,0.00188752,82.9021,189.896,-25.0679
SPY220331C00340000,European,Call,340.0,0.7341269841,85.0,,,,,,
SPY220331C00345000,European,Call,345.0,0.7341269841,94.48,0.273304,0.862574,0.0021759,81.2262,199.799,-22.3917
SPY220331C00350000,European,Call,350.0,0.7341269841,92.99,0.300503,0.831343,0.00226698,93.0479,191.148,-26.001
SPY220331C00355000,European,Call,355.0,0.7341269841,74.21,,,,,,
SPY220331C00358000,European,Call,358.0,0.7341269841,69.96,,,,,,
SPY220331C00359000,European,Call,359.0,0.7341269841,75.13,0.161018,0.924407,0.00239307,52.6309,233.3,-14.2633
SPY220331C00360000,European,Call,360.0,0.7341269841,84.19,0.285149,0.811203,0.00256495,99.8992,191.324,-26.365
SPY220331C00362000,European,Call,362.0,0.7341269841,69.99,,,,,,
SPY220331C00364000,European,Call,364.0,0.7341269841,61.6,,,,,,
SPY220331C00365000,European,Call,365.0,0.7341269841,70.03,0.163403,0.902864,0.00284492,63.4951,230.321,-15.4494
SPY220331C00367000,European,Call,367.0,0.7341269841,74.2,0.235176,0.823008,0.00298714,95.9532,202.342,-22.7338
SPY220331C00368000,European,Call,368.0,0.7341269841,73.35,0.234127,0.820318,0.00302918,96.8696,202.126,-22.8036
